,"Country,Other",TotalCases,NewCases,TotalDeaths,NewDeaths,TotalRecovered,NewRecovered,ActiveCases,"Serious,Critical",Tot Cases/1M pop,Deaths/1M pop,TotalTests,Tests/1M pop,Population,Continent,Date
103,Singapore,61536,31,31,0,61047,0,458,3,10447,5,10441802,1772738,5890210,Asia,2021-05-15
104,Namibia,50949,216,705,1,47946,170,2298,71,19743,273,407101,157752,2580640,Africa,2021-05-15
105,Botswana,49656,0,761,0,46640,0,2255,1,20754,318,1089391,455317,2392597,Africa,2021-05-15
106,Mongolia,48101,553,205,5,39564,1234,8332,106,14471,62,2822456,849138,3323909,Asia,2021-05-15
107,Jamaica,47150,0,838,0,22895,0,23417,18,15863,282,351564,118277,2972378,North America,2021-05-15
108,Ivory Coast,46535,0,295,0,46006,0,234,0,1727,11,608960,22603,26940965,Africa,2021-05-15
109,Maldives,42775,0,94,2,27672,0,15009,90,77948,171,788171,1436261,548766,Asia,2021-05-15
110,Uganda,42674,0,347,0,41971,0,356,24,908,7,1055305,22462,46982269,Africa,2021-05-15
111,Senegal,40828,22,1124,2,39558,29,146,10,2384,66,496463,28993,17123805,Africa,2021-05-15
112,Madagascar,40005,117,754,6,37673,242,1578,309,1413,27,194669,6878,28304042,Africa,2021-05-15
113,Zimbabwe,38535,0,1582,0,36308,0,645,12,2560,105,443025,29437,15049987,Africa,2021-05-15
114,Sudan,34272,0,2446,0,27949,0,3877,0,766,55,232965,5208,44731659,Africa,2021-05-15
115,Malawi,34200,0,1153,0,32176,0,871,11,1749,59,238017,12171,19555612,Africa,2021-05-15
116,DRC,30546,35,776,1,26603,2,3167,0,332,8,155250,1689,91902095,Africa,2021-05-15
117,Malta,30478,4,417,0,29884,7,177,0,68867,942,894803,2021861,442564,Europe,2021-05-15
118,Angola,30030,0,651,0,25650,0,3729,22,890,19,527590,15635,33744917,Africa,2021-05-15
119,Australia,29962,5,910,0,28886,0,166,1,1163,35,17465839,678129,25755941,Australia/Oceania,2021-05-15
120,Cabo Verde,27672,0,244,0,24546,0,2882,23,49307,435,158645,282681,561215,Africa,2021-05-15
121,Rwanda,26033,0,343,0,24592,0,1098,1,1968,26,1362483,102994,13228796,Africa,2021-05-15
122,Gabon,23799,0,143,0,20379,0,3277,15,10480,63,767445,337934,2270994,Africa,2021-05-15
123,Syria,23645,0,1688,0,20197,0,1760,0,1323,94,103566,5797,17866944,Asia,2021-05-15
124,Guinea,22746,0,151,0,20366,0,2229,24,1692,11,445243,33130,13439391,Africa,2021-05-15
125,Réunion,22644,0,169,0,21603,0,872,36,25136,188,102720,114026,900850,Africa,2021-05-15
126,Cambodia,21834,335,147,0,10740,873,10947,0,1290,9,1036373,61255,16919063,Asia,2021-05-15
127,French Guiana,21465,0,108,0,9995,0,11362,28,70297,354,234758,768821,305348,South America,2021-05-15
128,Mayotte,20176,0,171,0,2964,0,17041,6,72449,614,176919,635286,278487,Africa,2021-05-15
129,French Polynesia,18815,0,141,0,18650,0,24,1,66645,499,26355,93353,282316,Australia/Oceania,2021-05-15
130,Mauritania,18781,0,457,0,18024,0,300,14,3950,96,248008,52159,4754881,Africa,2021-05-15
131,Eswatini,18511,0,671,0,17793,0,47,3,15814,573,197154,168427,1170564,Africa,2021-05-15
132,Guadeloupe,16017,0,221,0,2242,0,13554,33,40024,552,195404,488287,400183,North America,2021-05-15
133,Trinidad and Tobago,15379,0,265,0,9900,0,5214,15,10958,189,151103,107668,1403420,North America,2021-05-15
134,Guyana,14988,0,335,0,12834,0,1819,14,18976,424,135059,170995,789844,South America,2021-05-15
135,Somalia,14486,0,753,0,6325,0,7408,0,890,46,120132,7381,16274750,Africa,2021-05-15
136,Mali,14163,0,510,0,9157,0,4496,0,682,25,281392,13559,20752550,Africa,2021-05-15
137,Papua New Guinea,13707,0,136,0,11034,0,2537,0,1507,15,110286,12128,9093328,Australia/Oceania,2021-05-15
138,Andorra,13510,0,127,0,13155,0,228,12,174611,1641,193595,2502133,77372,Europe,2021-05-15
139,Burkina Faso,13394,0,164,0,13194,0,36,0,626,8,183292,8566,21396554,Africa,2021-05-15
140,Haiti,13353,0,271,0,12414,0,668,0,1159,24,60085,5214,11522804,North America,2021-05-15
141,Togo,13244,0,125,0,11847,0,1272,0,1568,15,321577,38075,8445949,Africa,2021-05-15
142,Belize,12714,0,323,0,12337,0,54,1,31481,800,124603,308529,403861,North America,2021-05-15
143,Curaçao,12246,0,119,0,12059,0,68,18,74365,723,103024,625620,164675,North America,2021-05-15
144,Hong Kong,11822,3,210,0,11522,6,90,2,1566,28,14841321,1965821,7549680,Asia,2021-05-15
145,Martinique,11736,0,90,0,98,0,11548,24,31295,240,170302,454124,375012,North America,2021-05-15
146,Suriname,11707,0,223,0,10112,0,1372,29,19803,377,55126,93247,591185,South America,2021-05-15
147,Djibouti,11402,0,151,0,11241,0,10,0,11397,151,153192,153127,1000422,Africa,2021-05-15
148,Congo,11343,0,148,0,8208,0,2987,0,2013,26,141948,25190,5635095,Africa,2021-05-15
149,Bahamas,11024,0,216,0,9967,0,841,5,27803,545,91550,230896,396498,North America,2021-05-15
150,Aruba,10838,0,104,0,10639,0,95,14,101139,971,156663,1461968,107159,North America,2021-05-15
151,Lesotho,10782,4,320,0,6427,0,4035,0,4999,148,87254,40452,2156964,Africa,2021-05-15
152,South Sudan,10651,0,115,0,10462,0,74,0,942,10,158678,14033,11307299,Africa,2021-05-15
153,Seychelles,9184,0,32,0,6413,0,2739,0,92885,324,21504,217487,98875,Africa,2021-05-15
154,Benin,7995,0,101,0,7652,0,242,35,645,8,595112,48006,12396596,Africa,2021-05-15
155,Equatorial Guinea,7694,0,112,0,7279,0,303,7,5334,78,123169,85381,1442573,Africa,2021-05-15
156,Nicaragua,7086,0,184,0,4225,0,2677,0,1059,27,0,0,6692758,North America,2021-05-15
157,CAR,6866,0,95,0,5112,0,1659,2,1401,19,40907,8344,4902297,Africa,2021-05-15
158,Iceland,6537,0,29,0,6445,0,63,3,19049,85,622370,1813628,343163,Europe,2021-05-15
159,Yemen,6523,0,1285,0,3008,0,2230,23,215,42,35043,1153,30392400,Asia,2021-05-15
160,Gambia,5940,0,175,0,5674,0,91,3,2400,71,76379,30859,2475082,Africa,2021-05-15
161,Niger,5326,0,192,0,4936,0,198,2,213,8,101658,4073,24958286,Africa,2021-05-15
162,San Marino,5083,0,90,0,4968,0,25,4,149531,2648,63241,1860412,33993,Europe,2021-05-15
163,Chad,4897,0,173,0,4677,0,47,0,291,10,116416,6917,16831306,Africa,2021-05-15
164,Saint Lucia,4788,0,75,0,4511,0,202,2,25972,407,42879,232589,184355,North America,2021-05-15
165,Gibraltar,4286,0,94,0,4189,0,3,0,127249,2791,242473,7198890,33682,Europe,2021-05-15
166,Burundi,4282,0,6,0,773,0,3503,0,351,5,279132,22889,12195292,Africa,2021-05-15
167,Timor-Leste,4279,161,8,0,2267,121,2004,0,3193,6,84840,63308,1340122,Asia,2021-05-15
168,Sierra Leone,4103,0,79,0,3101,0,923,0,505,10,153257,18881,8116948,Africa,2021-05-15
169,Channel Islands,4057,0,86,0,3956,0,15,0,23150,491,454413,2592927,175251,Europe,2021-05-15
170,Barbados,3961,0,46,0,3900,0,15,0,13769,160,161835,562552,287680,North America,2021-05-15
171,Comoros,3860,0,146,0,3688,0,26,0,4359,165,0,0,885578,Africa,2021-05-15
172,Vietnam,3854,38,36,1,2657,0,1161,0,39,4,3091540,31515,98097196,Asia,2021-05-15
173,Eritrea,3822,0,12,0,3639,0,171,0,1065,3,23693,6602,3588868,Africa,2021-05-15
174,Guinea-Bissau,3745,0,67,0,3427,0,251,9,1865,33,65454,32595,2008086,Africa,2021-05-15
175,Liechtenstein,2984,3,58,0,2887,0,39,3,78068,1517,39109,1023180,38223,Europe,2021-05-15
176,New Zealand,2645,0,26,0,2601,0,18,0,529,5,2069812,413789,5002100,Australia/Oceania,2021-05-15
177,Monaco,2490,0,32,0,2428,0,30,1,63065,810,51953,1315832,39483,Europe,2021-05-15
178,Bermuda,2466,4,32,0,2250,16,184,7,39724,515,253555,4084458,62078,North America,2021-05-15
179,Turks and Caicos,2404,0,17,0,2365,0,22,2,61374,434,65926,1683074,39170,North America,2021-05-15
180,Sao Tome and Principe,2324,0,35,0,2273,0,16,0,10437,157,12999,58377,222673,Africa,2021-05-15
181,Sint Maarten,2277,0,27,0,2221,0,29,2,52590,624,26880,620828,43297,North America,2021-05-15
182,Liberia,2114,0,85,0,1962,0,67,2,410,16,97875,18968,5160130,Africa,2021-05-15
183,St. Vincent Grenadines,1932,0,12,0,1769,0,151,2,17367,108,46829,420950,111246,North America,2021-05-15
184,Saint Martin,1773,0,12,0,1399,0,362,7,45188,306,27588,703130,39236,North America,2021-05-15
185,Caribbean Netherlands,1591,0,17,0,1558,0,16,0,60188,643,10040,379814,26434,North America,2021-05-15
186,Isle of Man,1590,0,29,0,1555,0,6,1,18613,339,44761,523992,85423,Europe,2021-05-15
187,Laos,1570,72,2,0,555,42,1013,0,213,3,220053,29871,7366840,Asia,2021-05-15
188,Taiwan,1475,185,12,0,1116,9,347,0,62,5,571259,23948,23854195,Asia,2021-05-15
189,Mauritius,1280,5,17,0,1131,1,132,0,1005,13,358675,281623,1273600,Africa,2021-05-15
190,Bhutan,1279,3,1,0,1154,33,124,0,1642,1,742221,952832,778963,Asia,2021-05-15
191,Antigua and Barbuda,1240,0,32,0,1179,0,29,4,12572,324,16700,169318,98631,North America,2021-05-15
192,St. Barth,974,0,1,0,462,0,511,0,98354,101,26385,2664344,9903,North America,2021-05-15
193,Faeroe Islands,670,1,1,0,663,0,6,0,13667,20,259493,5293183,49024,Europe,2021-05-15
194,Cayman Islands,565,0,2,0,547,0,16,0,8510,30,93583,1409595,66390,North America,2021-05-15
195,Tanzania,509,0,21,0,183,0,305,7,8,3,0,0,61197893,Africa,2021-05-15
196,Wallis and Futuna,445,0,7,0,44,0,394,1,40210,633,17264,1559953,11067,Australia/Oceania,2021-05-15
197,Brunei ,232,0,3,0,220,0,9,0,526,7,123068,278998,441107,Asia,2021-05-15
198,British Virgin Islands,219,0,1,0,193,0,25,0,7203,33,39777,1308239,30405,North America,2021-05-15
199,Dominica,178,0,0,0,176,0,2,0,2467,0,15844,219625,72141,North America,2021-05-15
200,Fiji,166,0,4,0,109,0,53,0,184,4,70792,78477,902075,Australia/Oceania,2021-05-15
201,New Caledonia,124,0,0,0,58,0,66,0,431,0,31166,108262,287875,Australia/Oceania,2021-05-15
202,Anguilla,109,0,0,0,95,6,14,0,7209,0,21728,1437132,15119,North America,2021-05-15
203,Vatican City,27,0,0,0,15,0,12,0,33624,0,0,0,803,Europe,2021-05-15
204,Western Sahara,10,0,1,0,8,0,1,0,16,2,0,0,609991,Africa,2021-05-15
205,Samoa,3,0,0,0,2,0,1,0,15,0,0,0,199557,Australia/Oceania,2021-05-15
206,China,90829,14,4636,0,85914,20,279,1,63,3,160000000,111163,1439323776,Asia,2021-05-15
207,Tajikistan,13308,0,90,0,13218,0,0,0,1369,9,0,0,9722338,Asia,2021-05-15
208,Diamond Princess,712,0,13,0,699,0,0,0,0,0,0,0,0,Ship,2021-05-15
209,Grenada,161,0,1,0,160,0,0,0,1425,9,28684,253897,112975,North America,2021-05-15
210,Montserrat,20,0,1,0,19,0,0,0,4004,200,1313,262863,4995,North America,2021-05-15
211,MS Zaandam,9,0,2,0,7,0,0,0,0,0,0,0,0,Ship,2021-05-15
212,Vanuatu,4,0,1,0,3,0,0,0,13,3,23000,73405,313331,Australia/Oceania,2021-05-15
213,Falkland Islands,63,0,0,0,63,0,0,0,17662,0,7258,2034763,3567,South America,2021-05-15
214,Macao,49,0,0,0,49,0,0,0,75,0,4483,6824,656990,Asia,2021-05-15
215,Saint Kitts and Nevis,45,0,0,0,45,1,0,0,841,0,14008,261709,53525,North America,2021-05-15
216,Greenland,31,0,0,0,31,0,0,0,545,0,20669,363539,56855,North America,2021-05-15
217,Saint Pierre Miquelon,25,0,0,0,25,0,0,0,4334,0,5318,921824,5769,North America,2021-05-15
218,Solomon Islands,20,0,0,0,20,0,0,0,29,0,4500,6416,701396,Australia/Oceania,2021-05-15
219,Marshall Islands,4,0,0,0,4,0,0,0,67,0,0,0,59536,Australia/Oceania,2021-05-15
220,Saint Helena,2,0,0,0,2,0,0,0,328,0,0,0,6093,Africa,2021-05-15
221,Micronesia,1,0,0,0,1,0,0,0,9,0,0,0,116067,Australia/Oceania,2021-05-15
0,USA,33697379,1463,599937,74,27098665,45,5998777,8000,101287,1803,465258414,1398471,332690850,North America,2021-05-16
1,India,24853676,170611,273038,2719,21039370,250332,3541268,8944,17857,196,314850143,226220,1391790362,Asia,2021-05-16
2,Brazil,15590613,0,434852,0,14062396,0,1093365,8318,72897,2033,46970130,219617,213873096,South America,2021-05-16
3,France,5863839,0,107535,0,5080344,0,675960,4271,89662,1644,81156099,1240933,65399271,Europe,2021-05-16
4,Turkey,5106862,0,44537,0,4932838,0,129487,2563,59991,523,50667653,595199,85127184,Asia,2021-05-16
5,Russia,4940245,8554,115871,391,4556073,8573,268301,2300,33840,794,133500000,914453,145988974,Europe,2021-05-16
6,UK,4450777,1926,127679,4,4277207,1705,45891,129,65264,1872,169007195,2478248,68196231,Europe,2021-05-16
7,Italy,4159122,5753,124156,93,3706084,9603,328882,1779,68877,2056,62902667,1041705,60384337,Europe,2021-05-16
8,Spain,3604799,0,79339,0,3297340,0,228120,1899,77074,1696,47213067,1009461,46770554,Europe,2021-05-16
9,Germany,3597829,1957,86682,13,3286400,10900,224747,4376,42823,1032,58093759,691451,84017137,Europe,2021-05-16
10,Argentina,3290935,0,70253,0,2933946,0,286736,5517,72239,1542,12331859,270696,45556116,South America,2021-05-16
11,Colombia,3103333,0,80780,0,2902646,0,119907,6582,60430,1573,15863467,308905,51353888,South America,2021-05-16
12,Poland,2854079,2167,71664,55,2600974,5339,181441,1589,75484,1895,15184082,401584,37810486,Europe,2021-05-16
13,Iran,2751166,11291,76936,303,2226122,15271,448108,5337,32395,906,18018878,212172,84925931,Asia,2021-05-16
14,Mexico,2380690,2695,220380,221,1899742,2155,260568,4798,18298,1694,6846110,52618,130109231,North America,2021-05-16
15,Ukraine,2153864,3620,48075,133,1857724,7921,248065,177,49509,1105,9841788,226225,43504483,Europe,2021-05-16
16,Peru,1884596,0,65911,0,1720665,0,98020,2676,56475,1975,12034432,360633,33370299,South America,2021-05-16
17,Indonesia,1739750,3080,48093,126,1600857,3790,90800,0,6303,174,15481111,56084,276035532,Asia,2021-05-16
18,Czechia,1652840,596,29901,8,1592263,27,30676,270,154093,2788,21298436,1985631,10726281,Europe,2021-05-16
19,South Africa,1611143,0,55183,0,1523243,0,32717,546,26871,920,11087505,184922,59957669,Africa,2021-05-16
20,Netherlands,1598164,4436,17449,13,1369607,8885,211108,681,93090,1016,13524699,787791,17167883,Europe,2021-05-16
21,Canada,1326596,2915,24940,32,1230854,3984,70802,1344,34883,656,33383698,877832,38029713,North America,2021-05-16
22,Chile,1286548,6296,27832,98,1220351,5534,38365,2954,66803,1445,13947396,724209,19258802,South America,2021-05-16
23,Philippines,1143963,5790,19191,140,1069868,7541,54904,1819,10320,173,12618348,113836,110846594,Asia,2021-05-16
24,Iraq,1139373,2456,15954,24,1045240,5624,78179,456,27787,389,9872873,240783,41003148,Asia,2021-05-16
25,Romania,1071899,565,29523,38,1025145,1323,17231,777,56045,1544,8678223,453747,19125685,Europe,2021-05-16
26,Sweden,1037126,0,14275,0,892260,14107,130591,306,102139,1406,9481745,933791,10154031,Europe,2021-05-16
27,Belgium,1030071,1967,24686,22,910652,4679,94733,622,88543,2122,13252380,1139155,11633513,Europe,2021-05-16
28,Pakistan,877130,2379,19543,76,788768,5288,68819,4376,3905,87,12444042,55404,224606051,Asia,2021-05-16
29,Portugal,841848,0,17006,0,802671,0,22171,71,82771,1672,11133009,1094607,10170786,Europe,2021-05-16
30,Israel,839117,0,6381,0,831981,0,755,66,91232,694,14487253,1575114,9197590,Asia,2021-05-16
31,Hungary,798147,718,29175,61,625088,6480,143884,261,82804,3027,5638662,584986,9638965,Europe,2021-05-16
32,Bangladesh,780159,363,12149,25,722036,601,45974,1149,4697,73,5707716,34360,166114622,Asia,2021-05-16
33,Jordan,724154,809,9259,16,710445,0,4450,729,70367,900,6940992,674464,10291121,Asia,2021-05-16
34,Serbia,706458,568,6681,17,677135,2127,22642,99,81140,767,4009511,460510,8706675,Europe,2021-05-16
35,Switzerland,679510,0,10731,1,617283,0,51496,187,78018,1232,7273942,835159,8709646,Europe,2021-05-16
36,Japan,677988,6425,11463,98,590044,5274,76481,1223,5375,91,13084423,103730,126138855,Asia,2021-05-16
37,Austria,637097,673,10474,4,616148,1345,10475,293,70389,1157,36393075,4020847,9051096,Europe,2021-05-16
38,UAE,546182,1251,1631,2,526302,1222,18249,0,54650,163,46919907,4694746,9994131,Asia,2021-05-16
39,Lebanon,535446,0,7602,0,497198,0,30646,333,78756,1118,4163257,612353,6798783,Asia,2021-05-16
40,Morocco,514944,127,9098,0,503181,297,2665,96,13809,244,6380889,171114,37290353,Africa,2021-05-16
41,Malaysia,470110,3780,1902,36,426319,3990,41889,520,14365,58,10503288,320948,32725875,Asia,2021-05-16
42,Nepal,455020,7316,5001,145,339756,6648,110263,0,15377,169,2771020,93645,29590786,Asia,2021-05-16
43,Saudi Arabia,432269,0,7147,0,416759,0,8363,1331,12251,203,17916457,507779,35283944,Asia,2021-05-16
44,Bulgaria,414041,0,17250,0,362327,0,34464,501,59982,2499,2663903,385917,6902783,Europe,2021-05-16
45,Ecuador,409520,0,19692,0,342878,0,46950,593,22910,1102,1366625,76453,17875364,South America,2021-05-16
46,Slovakia,387523,103,12224,21,370895,343,4404,193,70950,2238,2762414,505756,5461946,Europe,2021-05-16
47,Belarus,376341,1627,2701,10,367097,1842,6543,0,39839,286,6090900,644771,9446615,Europe,2021-05-16
48,Greece,375831,0,11365,0,335156,0,29310,661,36212,1095,8832737,851050,10378639,Europe,2021-05-16
49,Panama,370533,0,6296,0,358938,0,5299,105,84719,1440,2516022,575268,4373653,North America,2021-05-16
50,Kazakhstan,358104,2459,4054,15,316003,3166,38047,221,18876,214,10749824,566625,18971673,Asia,2021-05-16
51,Croatia,350390,480,7708,21,336450,1113,6232,181,85813,1888,1927262,472001,4083174,Europe,2021-05-16
52,Georgia,330375,968,4442,16,308821,903,17112,0,82957,1115,4579651,1149946,3982492,Asia,2021-05-16
53,Azerbaijan,329843,472,4779,11,314900,1122,10164,0,32279,468,3384053,331166,10218586,Asia,2021-05-16
54,Bolivia,329733,0,13451,0,269288,0,46994,200,27917,1139,1299971,110063,11811166,South America,2021-05-16
55,Tunisia,325832,0,11779,0,286940,0,27113,445,27321,988,1383545,116011,11926024,Africa,2021-05-16
56,Paraguay,311746,0,7534,0,258338,0,45874,584,43246,1045,1188141,164823,7208585,South America,2021-05-16
57,Palestine,303658,0,3423,0,291191,0,9044,78,58351,658,1787484,343486,5203952,Asia,2021-05-16
58,Kuwait,290801,0,1687,0,276792,0,12322,194,67232,390,2453107,567147,4325344,Asia,2021-05-16
59,Costa Rica,282741,0,3547,0,221903,0,57291,489,55067,691,1093074,212887,5134536,North America,2021-05-16
60,Dominican Republic,277188,916,3582,13,233830,399,39776,289,25332,327,1478358,135104,10942402,North America,2021-05-16
61,Denmark,266503,964,2502,0,250951,694,13050,32,45870,431,46740649,8044924,5809955,Europe,2021-05-16
62,Ethiopia,265832,0,3976,0,218866,0,42990,596,2264,34,2648487,22555,117424460,Africa,2021-05-16
63,Lithuania,265536,740,4103,14,239915,213,21518,185,98746,1526,3105619,1154901,2689077,Europe,2021-05-16
64,Ireland,254870,0,4941,0,237461,297,12468,39,51120,991,4729538,948625,4985679,Europe,2021-05-16
65,Moldova,253845,109,6027,11,244857,193,2961,149,63055,1497,1048032,260330,4025790,Europe,2021-05-16
66,Slovenia,249310,292,4324,4,237424,363,7562,120,119907,2080,1230743,591935,2079187,Europe,2021-05-16
67,Egypt,244520,0,14269,0,180577,0,49674,90,2351,137,2715258,26107,104005913,Africa,2021-05-16
68,Guatemala,241117,0,7872,0,220536,0,12709,5,13246,432,1342689,73764,18202607,North America,2021-05-16
69,Uruguay,238079,0,3419,0,206670,0,27990,496,68331,981,1993646,572195,3484208,South America,2021-05-16
70,Honduras,225964,708,5954,17,82561,12,137449,536,22504,593,676623,67385,10041171,North America,2021-05-16
71,Armenia,220860,131,4323,9,208454,354,8083,0,74412,1457,1036673,349276,2968066,Asia,2021-05-16
72,Venezuela,214231,0,2382,0,198033,0,13816,316,7552,84,3359014,118418,28365690,South America,2021-05-16
73,Qatar,213183,256,530,4,207077,770,5576,205,75925,189,1970800,701901,2807805,Asia,2021-05-16
74,Oman,205511,588,2193,9,190342,3951,12976,255,39379,420,1550000,297001,5218833,Asia,2021-05-16
75,Bosnia and Herzegovina,202143,0,8981,0,168549,0,24613,0,61950,2752,937964,287454,3263010,Europe,2021-05-16
76,Bahrain,199093,0,737,0,182535,0,15821,160,113605,421,4336159,2474270,1752500,Asia,2021-05-16
77,Libya,181179,0,3085,0,167629,0,10465,0,26060,444,981532,141180,6952358,Africa,2021-05-16
78,Nigeria,165702,0,2066,0,156412,0,7224,11,787,10,1977479,9392,210554790,Africa,2021-05-16
79,Kenya,165465,86,3003,2,113612,123,48850,117,3020,55,1744393,31834,54795867,Africa,2021-05-16
80,North Macedonia,154698,62,5211,14,145851,245,3636,111,74256,2501,756480,363116,2083299,Europe,2021-05-16
81,Myanmar,143065,6,3212,0,132115,15,7738,0,2614,59,2601770,47541,54726968,Asia,2021-05-16
82,Sri Lanka,142203,1732,941,0,118322,1102,22940,0,6617,44,3075321,143096,21491378,Asia,2021-05-16
83,Albania,132015,37,2432,3,124312,1231,5271,18,45917,846,674402,234570,2875058,Europe,2021-05-16
84,S. Korea,131671,610,1900,4,121764,482,8007,150,2566,37,9336614,181973,51307617,Asia,2021-05-16
85,Latvia,127978,381,2266,9,117231,804,8481,78,68512,1213,2490506,1333264,1867977,Europe,2021-05-16
86,Estonia,127053,131,1222,2,118678,125,7153,36,95722,921,1359778,1024460,1327312,Europe,2021-05-16
87,Algeria,125194,0,3366,0,87251,0,34577,28,2811,76,230861,5184,44536979,Africa,2021-05-16
88,Cuba,124454,1233,804,8,116660,1155,6990,126,10994,71,3993104,352729,11320592,North America,2021-05-16
89,Norway,119186,134,774,0,88952,0,29460,22,21837,142,5423294,993625,5458089,Europe,2021-05-16
90,Thailand,101447,2302,589,24,65803,2136,35055,1228,1450,8,8124896,116149,69952465,Asia,2021-05-16
91,Kyrgyzstan,100473,224,1703,8,93602,300,5168,85,15183,257,1056526,159657,6617489,Asia,2021-05-16
92,Montenegro,98852,74,1561,1,95902,101,1389,60,157374,2485,395033,628898,628135,Europe,2021-05-16
93,Uzbekistan,96670,302,668,1,92111,280,3891,23,2852,20,1377915,40659,33889912,Asia,2021-05-16
94,Ghana,93243,0,783,0,91146,0,1314,7,2948,25,1118523,35358,31634244,Africa,2021-05-16
95,Zambia,92409,0,1260,0,90777,0,372,39,4908,67,1468388,77988,18828356,Africa,2021-05-16
96,Finland,90105,227,931,0,46000,0,43174,28,16240,168,4763903,858637,5548216,Europe,2021-05-16
97,Cameroon,74946,0,1152,0,70497,0,3297,385,2764,42,1518411,55995,27116872,Africa,2021-05-16
98,El Salvador,71479,149,2187,5,66903,127,2389,22,10972,336,956458,146816,6514677,North America,2021-05-16
99,Cyprus,70899,0,346,0,39061,0,31492,51,58353,285,5817258,4787867,1215000,Asia,2021-05-16
100,Mozambique,70410,0,826,0,68710,0,874,21,2200,26,535701,16735,32011270,Africa,2021-05-16
101,Luxembourg,69028,0,806,0,66183,0,2039,30,108739,1270,2760597,4348725,634806,Europe,2021-05-16
102,Afghanistan,63598,114,2745,3,54686,23,6167,1124,1603,69,430854,10856,39686591,Asia,2021-05-16
103,Singapore,61585,49,31,0,61062,0,492,3,10455,5,10441802,1772701,5890336,Asia,2021-05-16
104,Namibia,51113,164,710,5,48049,103,2354,66,19805,275,409042,158496,2580766,Africa,2021-05-16
105,Botswana,49656,0,761,0,46640,0,2255,1,20753,318,1089391,455293,2392727,Africa,2021-05-16
106,Mongolia,48642,541,207,2,40900,1336,7535,103,14633,62,2827220,850534,3324054,Asia,2021-05-16
107,Jamaica,47319,86,860,17,23124,111,23335,18,15919,289,354313,119200,2972414,North America,2021-05-16
108,Ivory Coast,46619,84,297,2,46031,25,291,0,1730,11,608960,22602,26942755,Africa,2021-05-16
109,Maldives,43782,0,96,2,28013,0,15673,90,79779,175,791330,1441949,548792,Asia,2021-05-16
110,Uganda,42779,105,347,0,41971,0,461,24,910,7,1059988,22560,46986235,Africa,2021-05-16
111,Senegal,40850,22,1125,1,39573,15,152,9,2385,66,497971,29079,17125015,Africa,2021-05-16
112,Madagascar,40141,136,763,9,37823,150,1555,290,1418,27,195576,6909,28305993,Africa,2021-05-16
113,Zimbabwe,38554,0,1582,0,36318,0,654,12,2562,105,445047,29570,15050578,Africa,2021-05-16
114,Sudan,34272,0,2446,0,27949,0,3877,0,766,55,232965,5208,44734464,Africa,2021-05-16
115,Malawi,34210,0,1153,0,32206,0,851,11,1749,59,238793,12210,19556967,Africa,2021-05-16
116,DRC,30562,16,776,0,26603,0,3183,0,333,8,155288,1690,91909568,Africa,2021-05-16
117,Malta,30480,2,417,0,29905,21,158,0,68871,942,897257,2027392,442567,Europe,2021-05-16
118,Angola,30354,0,655,0,25703,0,3996,22,899,19,527590,15633,33747724,Africa,2021-05-16
119,Australia,29975,8,910,0,28900,0,165,1,1164,35,17507840,679738,25756749,Australia/Oceania,2021-05-16
120,Cabo Verde,27951,0,246,0,24683,0,3022,23,49803,438,158645,282673,561231,Africa,2021-05-16
121,Rwanda,26099,0,343,0,24694,0,1062,2,1973,26,1367795,103388,13229676,Africa,2021-05-16
122,Gabon,23799,0,143,0,20379,0,3277,15,10479,63,767445,337912,2271138,Africa,2021-05-16
123,Syria,23693,0,1693,0,20483,0,1517,0,1326,95,103566,5796,17868109,Asia,2021-05-16
124,Guinea,22746,0,151,0,20366,0,2229,24,1692,11,445243,33127,13440368,Africa,2021-05-16
125,Réunion,22644,0,169,0,21603,0,872,36,25136,188,102720,114023,900867,Africa,2021-05-16
126,Cambodia,22184,350,150,3,12120,1380,9914,0,1311,9,1058549,62563,16919695,Asia,2021-05-16
127,French Guiana,21465,0,108,0,9995,0,11362,28,70292,354,234758,768768,305369,South America,2021-05-16
128,Mayotte,20176,0,171,0,2964,0,17041,6,72444,614,176919,635245,278505,Africa,2021-05-16
129,French Polynesia,18815,0,141,0,18650,0,24,1,66644,499,26355,93352,282320,Australia/Oceania,2021-05-16
130,Mauritania,18806,0,457,0,18056,0,293,14,3955,96,248944,52352,4755216,Africa,2021-05-16
131,Eswatini,18519,0,671,0,17799,0,49,3,15820,573,198582,169642,1170597,Africa,2021-05-16
132,Guadeloupe,16017,0,221,0,2242,0,13554,33,40024,552,195404,488285,400184,North America,2021-05-16
133,Trinidad and Tobago,15899,0,276,0,10065,0,5558,15,11329,197,152265,108495,1403433,North America,2021-05-16
134,Guyana,15168,0,338,0,12886,0,1944,16,19204,428,136112,172326,789854,South America,2021-05-16
135,Somalia,14486,0,753,0,6325,0,7408,0,890,46,120132,7381,16275966,Africa,2021-05-16
136,Mali,14190,14,511,0,9227,49,4452,0,684,25,284272,13697,20754150,Africa,2021-05-16
137,Papua New Guinea,13707,0,136,0,11034,0,2537,0,1507,15,110286,12128,9093792,Australia/Oceania,2021-05-16
138,Andorra,13510,0,127,0,13155,0,228,12,174609,1641,193595,2502100,77373,Europe,2021-05-16
139,Burkina Faso,13395,0,164,0,13199,0,32,0,626,8,183827,8591,21398126,Africa,2021-05-16
